Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Administrative Arrests
Pending Criminal Charges,Harlingen,EL SALVADOR,2023,1,2,Nov 2022,11
Pending Criminal Charges,Harlingen,EL SALVADOR,2023,4,10,Jul 2023,12
Pending Criminal Charges,Harlingen,EL SALVADOR,2024,2,6,Mar 2024,11
Pending Criminal Charges,Harlingen,GUATEMALA,2022,3,8,May 2022,18
Pending Criminal Charges,Harlingen,GUATEMALA,2022,4,10,Jul 2022,11
Pending Criminal Charges,Harlingen,GUATEMALA,2022,4,11,Aug 2022,12
Pending Criminal Charges,Harlingen,GUATEMALA,2023,3,8,May 2023,14
Pending Criminal Charges,Harlingen,GUATEMALA,2023,4,11,Aug 2023,14
Pending Criminal Charges,Harlingen,GUATEMALA,2024,1,3,Dec 2023,23
Pending Criminal Charges,Harlingen,GUATEMALA,2024,1,2,Nov 2023,14
Pending Criminal Charges,Harlingen,GUATEMALA,2024,1,1,Oct 2023,10
Pending Criminal Charges,Harlingen,GUATEMALA,2024,2,5,Feb 2024,15
Pending Criminal Charges,Harlingen,GUATEMALA,2024,2,6,Mar 2024,24
Pending Criminal Charges,Harlingen,GUATEMALA,2024,2,4,Jan 2024,16
Pending Criminal Charges,Harlingen,GUATEMALA,2024,3,8,May 2024,20
Pending Criminal Charges,Harlingen,GUATEMALA,2024,3,9,Jun 2024,23
Pending Criminal Charges,Harlingen,HONDURAS,2022,1,1,Oct 2021,69
Pending Criminal Charges,Harlingen,HONDURAS,2022,2,6,Mar 2022,16
Pending Criminal Charges,Harlingen,HONDURAS,2022,3,8,May 2022,10
Pending Criminal Charges,Harlingen,HONDURAS,2022,4,10,Jul 2022,17
Pending Criminal Charges,Harlingen,HONDURAS,2022,4,11,Aug 2022,27
Pending Criminal Charges,Harlingen,HONDURAS,2023,1,2,Nov 2022,16
Pending Criminal Charges,Harlingen,HONDURAS,2023,1,1,Oct 2022,17
Pending Criminal Charges,Harlingen,HONDURAS,2023,2,6,Mar 2023,21
Pending Criminal Charges,Harlingen,HONDURAS,2023,3,7,Apr 2023,24
Pending Criminal Charges,Harlingen,HONDURAS,2023,3,8,May 2023,21
Pending Criminal Charges,Harlingen,HONDURAS,2023,3,9,Jun 2023,17
Pending Criminal Charges,Harlingen,HONDURAS,2023,4,10,Jul 2023,37
Pending Criminal Charges,Harlingen,HONDURAS,2023,4,11,Aug 2023,17
Pending Criminal Charges,Harlingen,HONDURAS,2024,1,3,Dec 2023,19
Pending Criminal Charges,Harlingen,HONDURAS,2024,1,2,Nov 2023,23
Pending Criminal Charges,Harlingen,HONDURAS,2024,1,1,Oct 2023,18
Pending Criminal Charges,Harlingen,HONDURAS,2024,2,5,Feb 2024,20
Pending Criminal Charges,Harlingen,HONDURAS,2024,2,6,Mar 2024,12
Pending Criminal Charges,Harlingen,HONDURAS,2024,2,4,Jan 2024,12
Pending Criminal Charges,Harlingen,HONDURAS,2024,3,8,May 2024,12
Pending Criminal Charges,Harlingen,HONDURAS,2024,3,9,Jun 2024,31
Pending Criminal Charges,Harlingen,MEXICO,2022,1,2,Nov 2021,60
Pending Criminal Charges,Harlingen,MEXICO,2022,1,1,Oct 2021,141
Pending Criminal Charges,Harlingen,MEXICO,2022,2,5,Feb 2022,22
Pending Criminal Charges,Harlingen,MEXICO,2022,2,6,Mar 2022,49
Pending Criminal Charges,Harlingen,MEXICO,2022,2,4,Jan 2022,21
Pending Criminal Charges,Harlingen,MEXICO,2022,3,7,Apr 2022,109
Pending Criminal Charges,Harlingen,MEXICO,2022,3,8,May 2022,85
Pending Criminal Charges,Harlingen,MEXICO,2022,3,9,Jun 2022,70
Pending Criminal Charges,Harlingen,MEXICO,2022,4,10,Jul 2022,92
Pending Criminal Charges,Harlingen,MEXICO,2022,4,11,Aug 2022,115
Pending Criminal Charges,Harlingen,MEXICO,2022,4,12,Sep 2022,65
Pending Criminal Charges,Harlingen,MEXICO,2023,1,3,Dec 2022,71
Pending Criminal Charges,Harlingen,MEXICO,2023,1,2,Nov 2022,86
Pending Criminal Charges,Harlingen,MEXICO,2023,1,1,Oct 2022,79
Pending Criminal Charges,Harlingen,MEXICO,2023,2,5,Feb 2023,66
Pending Criminal Charges,Harlingen,MEXICO,2023,2,6,Mar 2023,148
Pending Criminal Charges,Harlingen,MEXICO,2023,2,4,Jan 2023,62
Pending Criminal Charges,Harlingen,MEXICO,2023,3,7,Apr 2023,141
Pending Criminal Charges,Harlingen,MEXICO,2023,3,8,May 2023,123
Pending Criminal Charges,Harlingen,MEXICO,2023,3,9,Jun 2023,85
Pending Criminal Charges,Harlingen,MEXICO,2023,4,10,Jul 2023,54
Pending Criminal Charges,Harlingen,MEXICO,2023,4,11,Aug 2023,42
Pending Criminal Charges,Harlingen,MEXICO,2023,4,12,Sep 2023,57
Pending Criminal Charges,Harlingen,MEXICO,2024,1,3,Dec 2023,56
Pending Criminal Charges,Harlingen,MEXICO,2024,1,2,Nov 2023,46
Pending Criminal Charges,Harlingen,MEXICO,2024,1,1,Oct 2023,58
Pending Criminal Charges,Harlingen,MEXICO,2024,2,5,Feb 2024,55
Pending Criminal Charges,Harlingen,MEXICO,2024,2,6,Mar 2024,61
Pending Criminal Charges,Harlingen,MEXICO,2024,2,4,Jan 2024,87
Pending Criminal Charges,Harlingen,MEXICO,2024,3,7,Apr 2024,62
Pending Criminal Charges,Harlingen,MEXICO,2024,3,8,May 2024,55
Pending Criminal Charges,Harlingen,MEXICO,2024,3,9,Jun 2024,57
Pending Criminal Charges,Harlingen,MEXICO,2024,4,10,Jul 2024,62
Pending Criminal Charges,Harlingen,MEXICO,2024,4,11,Aug 2024,90
Pending Criminal Charges,Harlingen,MEXICO,2024,4,12,Sep 2024,68
Pending Criminal Charges,Harlingen,NICARAGUA,2023,1,2,Nov 2022,23
Pending Criminal Charges,Harlingen,NICARAGUA,2024,1,2,Nov 2023,16
Pending Criminal Charges,Harlingen,NICARAGUA,2024,1,1,Oct 2023,18
Pending Criminal Charges,Harlingen,NICARAGUA,2024,2,5,Feb 2024,26
Pending Criminal Charges,Harlingen,NICARAGUA,2024,2,6,Mar 2024,35
Pending Criminal Charges,Harlingen,NICARAGUA,2024,3,9,Jun 2024,22
Pending Criminal Charges,Harlingen,PERU,2024,3,8,May 2024,12
Pending Criminal Charges,Harlingen,VENEZUELA,2023,3,9,Jun 2023,27
Pending Criminal Charges,Harlingen,VENEZUELA,2023,4,10,Jul 2023,117
Pending Criminal Charges,Harlingen,VENEZUELA,2023,4,11,Aug 2023,131
Pending Criminal Charges,Harlingen,VENEZUELA,2023,4,12,Sep 2023,45
Pending Criminal Charges,Harlingen,VENEZUELA,2024,1,1,Oct 2023,24
Pending Criminal Charges,Harlingen,VENEZUELA,2024,3,8,May 2024,15
Pending Criminal Charges,Harlingen,VENEZUELA,2024,3,9,Jun 2024,23
Pending Criminal Charges,Houston,CUBA,2024,1,3,Dec 2023,10
Pending Criminal Charges,Houston,CUBA,2024,4,11,Aug 2024,10
Pending Criminal Charges,Houston,EL SALVADOR,2021,1,3,Dec 2020,19
Pending Criminal Charges,Houston,EL SALVADOR,2021,1,2,Nov 2020,32
Pending Criminal Charges,Houston,EL SALVADOR,2021,1,1,Oct 2020,19
Pending Criminal Charges,Houston,EL SALVADOR,2021,2,4,Jan 2021,22
Pending Criminal Charges,Houston,EL SALVADOR,2022,4,10,Jul 2022,18
Pending Criminal Charges,Houston,EL SALVADOR,2022,4,11,Aug 2022,15
Pending Criminal Charges,Houston,EL SALVADOR,2022,4,12,Sep 2022,39
Pending Criminal Charges,Houston,EL SALVADOR,2023,1,3,Dec 2022,28
Pending Criminal Charges,Houston,EL SALVADOR,2023,1,2,Nov 2022,22
Pending Criminal Charges,Houston,EL SALVADOR,2023,1,1,Oct 2022,20
Pending Criminal Charges,Houston,EL SALVADOR,2023,2,5,Feb 2023,19
Pending Criminal Charges,Houston,EL SALVADOR,2023,2,6,Mar 2023,26
Pending Criminal Charges,Houston,EL SALVADOR,2023,2,4,Jan 2023,34
Pending Criminal Charges,Houston,EL SALVADOR,2023,3,7,Apr 2023,28
Pending Criminal Charges,Houston,EL SALVADOR,2023,3,8,May 2023,23
Pending Criminal Charges,Houston,EL SALVADOR,2023,3,9,Jun 2023,15
Pending Criminal Charges,Houston,EL SALVADOR,2023,4,10,Jul 2023,29
Pending Criminal Charges,Houston,EL SALVADOR,2024,1,2,Nov 2023,14
Pending Criminal Charges,Houston,EL SALVADOR,2024,1,1,Oct 2023,11
Pending Criminal Charges,Houston,EL SALVADOR,2024,2,5,Feb 2024,15
Pending Criminal Charges,Houston,EL SALVADOR,2024,2,6,Mar 2024,21
Pending Criminal Charges,Houston,EL SALVADOR,2024,3,8,May 2024,20
Pending Criminal Charges,Houston,EL SALVADOR,2024,4,10,Jul 2024,13
Pending Criminal Charges,Houston,EL SALVADOR,2024,4,11,Aug 2024,16
Pending Criminal Charges,Houston,EL SALVADOR,2024,4,12,Sep 2024,27
Pending Criminal Charges,Houston,GUATEMALA,2021,1,3,Dec 2020,39
Pending Criminal Charges,Houston,GUATEMALA,2021,1,2,Nov 2020,42
Pending Criminal Charges,Houston,GUATEMALA,2021,1,1,Oct 2020,25
Pending Criminal Charges,Houston,GUATEMALA,2021,2,4,Jan 2021,32
Pending Criminal Charges,Houston,GUATEMALA,2022,4,10,Jul 2022,12
Pending Criminal Charges,Houston,GUATEMALA,2022,4,11,Aug 2022,19
Pending Criminal Charges,Houston,GUATEMALA,2022,4,12,Sep 2022,28
Pending Criminal Charges,Houston,GUATEMALA,2023,1,3,Dec 2022,43
Pending Criminal Charges,Houston,GUATEMALA,2023,1,2,Nov 2022,31
Pending Criminal Charges,Houston,GUATEMALA,2023,1,1,Oct 2022,28
Pending Criminal Charges,Houston,GUATEMALA,2023,2,5,Feb 2023,35
Pending Criminal Charges,Houston,GUATEMALA,2023,2,6,Mar 2023,43
Pending Criminal Charges,Houston,GUATEMALA,2023,2,4,Jan 2023,29
Pending Criminal Charges,Houston,GUATEMALA,2023,3,7,Apr 2023,36
Pending Criminal Charges,Houston,GUATEMALA,2023,3,8,May 2023,29
Pending Criminal Charges,Houston,GUATEMALA,2023,3,9,Jun 2023,32
Pending Criminal Charges,Houston,GUATEMALA,2023,4,10,Jul 2023,28
Pending Criminal Charges,Houston,GUATEMALA,2023,4,11,Aug 2023,10
Pending Criminal Charges,Houston,GUATEMALA,2023,4,12,Sep 2023,23
Pending Criminal Charges,Houston,GUATEMALA,2024,1,3,Dec 2023,21
Pending Criminal Charges,Houston,GUATEMALA,2024,1,2,Nov 2023,11
Pending Criminal Charges,Houston,GUATEMALA,2024,1,1,Oct 2023,14
Pending Criminal Charges,Houston,GUATEMALA,2024,2,5,Feb 2024,21
Pending Criminal Charges,Houston,GUATEMALA,2024,2,6,Mar 2024,18
Pending Criminal Charges,Houston,GUATEMALA,2024,2,4,Jan 2024,19
Pending Criminal Charges,Houston,GUATEMALA,2024,3,7,Apr 2024,17
Pending Criminal Charges,Houston,GUATEMALA,2024,3,8,May 2024,21
Pending Criminal Charges,Houston,GUATEMALA,2024,3,9,Jun 2024,21
Pending Criminal Charges,Houston,GUATEMALA,2024,4,10,Jul 2024,34
Pending Criminal Charges,Houston,GUATEMALA,2024,4,11,Aug 2024,34
Pending Criminal Charges,Houston,GUATEMALA,2024,4,12,Sep 2024,40
Pending Criminal Charges,Houston,HONDURAS,2021,1,3,Dec 2020,39
Pending Criminal Charges,Houston,HONDURAS,2021,1,2,Nov 2020,48
Pending Criminal Charges,Houston,HONDURAS,2021,1,1,Oct 2020,34
Pending Criminal Charges,Houston,HONDURAS,2021,2,4,Jan 2021,36
Pending Criminal Charges,Houston,HONDURAS,2022,4,10,Jul 2022,23
Pending Criminal Charges,Houston,HONDURAS,2022,4,11,Aug 2022,34
Pending Criminal Charges,Houston,HONDURAS,2022,4,12,Sep 2022,39
Pending Criminal Charges,Houston,HONDURAS,2023,1,3,Dec 2022,54
Pending Criminal Charges,Houston,HONDURAS,2023,1,2,Nov 2022,52
Pending Criminal Charges,Houston,HONDURAS,2023,1,1,Oct 2022,41
Pending Criminal Charges,Houston,HONDURAS,2023,2,5,Feb 2023,62
Pending Criminal Charges,Houston,HONDURAS,2023,2,6,Mar 2023,41
Pending Criminal Charges,Houston,HONDURAS,2023,2,4,Jan 2023,64
Pending Criminal Charges,Houston,HONDURAS,2023,3,7,Apr 2023,48
Pending Criminal Charges,Houston,HONDURAS,2023,3,8,May 2023,59
Pending Criminal Charges,Houston,HONDURAS,2023,3,9,Jun 2023,56
Pending Criminal Charges,Houston,HONDURAS,2023,4,10,Jul 2023,37
Pending Criminal Charges,Houston,HONDURAS,2023,4,11,Aug 2023,17
Pending Criminal Charges,Houston,HONDURAS,2023,4,12,Sep 2023,26
Pending Criminal Charges,Houston,HONDURAS,2024,1,3,Dec 2023,34
Pending Criminal Charges,Houston,HONDURAS,2024,1,2,Nov 2023,21
Pending Criminal Charges,Houston,HONDURAS,2024,1,1,Oct 2023,29
Pending Criminal Charges,Houston,HONDURAS,2024,2,5,Feb 2024,24
Pending Criminal Charges,Houston,HONDURAS,2024,2,6,Mar 2024,22
Pending Criminal Charges,Houston,HONDURAS,2024,2,4,Jan 2024,23
Pending Criminal Charges,Houston,HONDURAS,2024,3,7,Apr 2024,40
Pending Criminal Charges,Houston,HONDURAS,2024,3,8,May 2024,35
Pending Criminal Charges,Houston,HONDURAS,2024,3,9,Jun 2024,21
Pending Criminal Charges,Houston,HONDURAS,2024,4,10,Jul 2024,39
Pending Criminal Charges,Houston,HONDURAS,2024,4,11,Aug 2024,47
Pending Criminal Charges,Houston,HONDURAS,2024,4,12,Sep 2024,52
Pending Criminal Charges,Houston,MEXICO,2021,1,3,Dec 2020,74
Pending Criminal Charges,Houston,MEXICO,2021,1,2,Nov 2020,82
Pending Criminal Charges,Houston,MEXICO,2021,1,1,Oct 2020,100
Pending Criminal Charges,Houston,MEXICO,2021,2,4,Jan 2021,67
Pending Criminal Charges,Houston,MEXICO,2022,1,2,Nov 2021,10
Pending Criminal Charges,Houston,MEXICO,2022,2,5,Feb 2022,12
Pending Criminal Charges,Houston,MEXICO,2022,3,7,Apr 2022,16
Pending Criminal Charges,Houston,MEXICO,2022,3,8,May 2022,14
Pending Criminal Charges,Houston,MEXICO,2022,3,9,Jun 2022,22
Pending Criminal Charges,Houston,MEXICO,2022,4,10,Jul 2022,51
Pending Criminal Charges,Houston,MEXICO,2022,4,11,Aug 2022,70
Pending Criminal Charges,Houston,MEXICO,2022,4,12,Sep 2022,64
Pending Criminal Charges,Houston,MEXICO,2023,1,3,Dec 2022,92
Pending Criminal Charges,Houston,MEXICO,2023,1,2,Nov 2022,70
Pending Criminal Charges,Houston,MEXICO,2023,1,1,Oct 2022,77
Pending Criminal Charges,Houston,MEXICO,2023,2,5,Feb 2023,93
Pending Criminal Charges,Houston,MEXICO,2023,2,6,Mar 2023,83
Pending Criminal Charges,Houston,MEXICO,2023,2,4,Jan 2023,106
Pending Criminal Charges,Houston,MEXICO,2023,3,7,Apr 2023,81
Pending Criminal Charges,Houston,MEXICO,2023,3,8,May 2023,111
Pending Criminal Charges,Houston,MEXICO,2023,3,9,Jun 2023,91
Pending Criminal Charges,Houston,MEXICO,2023,4,10,Jul 2023,70
Pending Criminal Charges,Houston,MEXICO,2023,4,11,Aug 2023,35
Pending Criminal Charges,Houston,MEXICO,2023,4,12,Sep 2023,33
Pending Criminal Charges,Houston,MEXICO,2024,1,3,Dec 2023,24
Pending Criminal Charges,Houston,MEXICO,2024,1,2,Nov 2023,30
Pending Criminal Charges,Houston,MEXICO,2024,1,1,Oct 2023,33
Pending Criminal Charges,Houston,MEXICO,2024,2,5,Feb 2024,36
Pending Criminal Charges,Houston,MEXICO,2024,2,6,Mar 2024,41
Pending Criminal Charges,Houston,MEXICO,2024,2,4,Jan 2024,28
Pending Criminal Charges,Houston,MEXICO,2024,3,7,Apr 2024,60
Pending Criminal Charges,Houston,MEXICO,2024,3,8,May 2024,49
Pending Criminal Charges,Houston,MEXICO,2024,3,9,Jun 2024,52
Pending Criminal Charges,Houston,MEXICO,2024,4,10,Jul 2024,66
Pending Criminal Charges,Houston,MEXICO,2024,4,11,Aug 2024,61
Pending Criminal Charges,Houston,MEXICO,2024,4,12,Sep 2024,70
Pending Criminal Charges,Houston,NICARAGUA,2024,1,3,Dec 2023,20
Pending Criminal Charges,Houston,NICARAGUA,2024,1,2,Nov 2023,11
Pending Criminal Charges,Houston,NICARAGUA,2024,4,12,Sep 2024,15
Pending Criminal Charges,Houston,VENEZUELA,2024,1,3,Dec 2023,51
Pending Criminal Charges,Houston,VENEZUELA,2024,2,4,Jan 2024,12
Pending Criminal Charges,Miami,BRAZIL,2024,4,10,Jul 2024,10
Pending Criminal Charges,Miami,CHILE,2023,3,7,Apr 2023,14
Pending Criminal Charges,Miami,CHILE,2024,3,7,Apr 2024,11
Pending Criminal Charges,Miami,COLOMBIA,2021,1,3,Dec 2020,12
Pending Criminal Charges,Miami,COLOMBIA,2021,2,4,Jan 2021,10
Pending Criminal Charges,Miami,COLOMBIA,2022,4,11,Aug 2022,11
Pending Criminal Charges,Miami,COLOMBIA,2022,4,12,Sep 2022,10
Pending Criminal Charges,Miami,COLOMBIA,2023,1,2,Nov 2022,13
Pending Criminal Charges,Miami,COLOMBIA,2023,1,1,Oct 2022,10
Pending Criminal Charges,Miami,COLOMBIA,2023,2,5,Feb 2023,18
Pending Criminal Charges,Miami,COLOMBIA,2023,2,6,Mar 2023,15
Pending Criminal Charges,Miami,COLOMBIA,2023,2,4,Jan 2023,14
Pending Criminal Charges,Miami,COLOMBIA,2023,3,7,Apr 2023,14
Pending Criminal Charges,Miami,COLOMBIA,2023,3,8,May 2023,19
Pending Criminal Charges,Miami,COLOMBIA,2023,3,9,Jun 2023,21
Pending Criminal Charges,Miami,COLOMBIA,2023,4,10,Jul 2023,27
Pending Criminal Charges,Miami,COLOMBIA,2023,4,12,Sep 2023,14
Pending Criminal Charges,Miami,COLOMBIA,2024,1,3,Dec 2023,15
Pending Criminal Charges,Miami,COLOMBIA,2024,1,2,Nov 2023,11
Pending Criminal Charges,Miami,COLOMBIA,2024,1,1,Oct 2023,11
Pending Criminal Charges,Miami,COLOMBIA,2024,2,5,Feb 2024,18
Pending Criminal Charges,Miami,COLOMBIA,2024,2,6,Mar 2024,17
Pending Criminal Charges,Miami,COLOMBIA,2024,2,4,Jan 2024,16
Pending Criminal Charges,Miami,COLOMBIA,2024,3,7,Apr 2024,19
Pending Criminal Charges,Miami,COLOMBIA,2024,3,8,May 2024,37
Pending Criminal Charges,Miami,COLOMBIA,2024,3,9,Jun 2024,15
Pending Criminal Charges,Miami,COLOMBIA,2024,4,10,Jul 2024,30
Pending Criminal Charges,Miami,COLOMBIA,2024,4,11,Aug 2024,27
Pending Criminal Charges,Miami,COLOMBIA,2024,4,12,Sep 2024,11
Pending Criminal Charges,Miami,CUBA,2022,4,10,Jul 2022,13
Pending Criminal Charges,Miami,CUBA,2022,4,11,Aug 2022,10
Pending Criminal Charges,Miami,CUBA,2023,1,2,Nov 2022,21
Pending Criminal Charges,Miami,CUBA,2023,1,1,Oct 2022,10
Pending Criminal Charges,Miami,CUBA,2023,2,6,Mar 2023,13
Pending Criminal Charges,Miami,CUBA,2023,3,7,Apr 2023,18
Pending Criminal Charges,Miami,CUBA,2023,3,9,Jun 2023,17
Pending Criminal Charges,Miami,CUBA,2023,4,12,Sep 2023,12
Pending Criminal Charges,Miami,CUBA,2024,1,3,Dec 2023,12
Pending Criminal Charges,Miami,CUBA,2024,1,2,Nov 2023,21
Pending Criminal Charges,Miami,CUBA,2024,1,1,Oct 2023,10
Pending Criminal Charges,Miami,CUBA,2024,2,5,Feb 2024,14
Pending Criminal Charges,Miami,CUBA,2024,2,6,Mar 2024,20
Pending Criminal Charges,Miami,CUBA,2024,3,7,Apr 2024,18
Pending Criminal Charges,Miami,CUBA,2024,3,8,May 2024,14
Pending Criminal Charges,Miami,CUBA,2024,3,9,Jun 2024,13
Pending Criminal Charges,Miami,CUBA,2024,4,10,Jul 2024,14
Pending Criminal Charges,Miami,CUBA,2024,4,11,Aug 2024,21
Pending Criminal Charges,Miami,CUBA,2024,4,12,Sep 2024,13
Pending Criminal Charges,Miami,DOMINICAN REPUBLIC,2024,2,5,Feb 2024,17
Pending Criminal Charges,Miami,EL SALVADOR,2021,1,2,Nov 2020,10
Pending Criminal Charges,Miami,EL SALVADOR,2021,1,1,Oct 2020,10
Pending Criminal Charges,Miami,EL SALVADOR,2023,1,3,Dec 2022,11
Pending Criminal Charges,Miami,EL SALVADOR,2023,3,8,May 2023,11
Pending Criminal Charges,Miami,EL SALVADOR,2024,3,7,Apr 2024,11
Pending Criminal Charges,Miami,GUATEMALA,2021,1,3,Dec 2020,42
Pending Criminal Charges,Miami,GUATEMALA,2021,1,2,Nov 2020,51
Pending Criminal Charges,Miami,GUATEMALA,2021,1,1,Oct 2020,65
Pending Criminal Charges,Miami,GUATEMALA,2021,2,5,Feb 2021,11
Pending Criminal Charges,Miami,GUATEMALA,2021,2,4,Jan 2021,50
Pending Criminal Charges,Miami,GUATEMALA,2021,3,9,Jun 2021,16
Pending Criminal Charges,Miami,GUATEMALA,2021,4,10,Jul 2021,20
Pending Criminal Charges,Miami,GUATEMALA,2021,4,12,Sep 2021,25
Pending Criminal Charges,Miami,GUATEMALA,2022,1,3,Dec 2021,14
Pending Criminal Charges,Miami,GUATEMALA,2022,1,2,Nov 2021,19
Pending Criminal Charges,Miami,GUATEMALA,2022,1,1,Oct 2021,14
Pending Criminal Charges,Miami,GUATEMALA,2022,2,5,Feb 2022,23
Pending Criminal Charges,Miami,GUATEMALA,2022,2,6,Mar 2022,49
Pending Criminal Charges,Miami,GUATEMALA,2022,2,4,Jan 2022,19
Pending Criminal Charges,Miami,GUATEMALA,2022,3,7,Apr 2022,29
Pending Criminal Charges,Miami,GUATEMALA,2022,3,8,May 2022,28
Pending Criminal Charges,Miami,GUATEMALA,2022,3,9,Jun 2022,29
Pending Criminal Charges,Miami,GUATEMALA,2022,4,10,Jul 2022,26
Pending Criminal Charges,Miami,GUATEMALA,2022,4,11,Aug 2022,44
Pending Criminal Charges,Miami,GUATEMALA,2022,4,12,Sep 2022,35
Pending Criminal Charges,Miami,GUATEMALA,2023,1,3,Dec 2022,24
Pending Criminal Charges,Miami,GUATEMALA,2023,1,2,Nov 2022,40
Pending Criminal Charges,Miami,GUATEMALA,2023,1,1,Oct 2022,44
Pending Criminal Charges,Miami,GUATEMALA,2023,2,5,Feb 2023,33
Pending Criminal Charges,Miami,GUATEMALA,2023,2,6,Mar 2023,28
Pending Criminal Charges,Miami,GUATEMALA,2023,2,4,Jan 2023,33
Pending Criminal Charges,Miami,GUATEMALA,2023,3,7,Apr 2023,36
Pending Criminal Charges,Miami,GUATEMALA,2023,3,8,May 2023,39
Pending Criminal Charges,Miami,GUATEMALA,2023,3,9,Jun 2023,43
Pending Criminal Charges,Miami,GUATEMALA,2023,4,10,Jul 2023,32
Pending Criminal Charges,Miami,GUATEMALA,2023,4,11,Aug 2023,35
Pending Criminal Charges,Miami,GUATEMALA,2023,4,12,Sep 2023,25
Pending Criminal Charges,Miami,GUATEMALA,2024,1,3,Dec 2023,36
Pending Criminal Charges,Miami,GUATEMALA,2024,1,2,Nov 2023,33
Pending Criminal Charges,Miami,GUATEMALA,2024,1,1,Oct 2023,43
Pending Criminal Charges,Miami,GUATEMALA,2024,2,5,Feb 2024,55
Pending Criminal Charges,Miami,GUATEMALA,2024,2,6,Mar 2024,47
Pending Criminal Charges,Miami,GUATEMALA,2024,2,4,Jan 2024,56
Pending Criminal Charges,Miami,GUATEMALA,2024,3,7,Apr 2024,59
Pending Criminal Charges,Miami,GUATEMALA,2024,3,8,May 2024,70
Pending Criminal Charges,Miami,GUATEMALA,2024,3,9,Jun 2024,48
Pending Criminal Charges,Miami,GUATEMALA,2024,4,10,Jul 2024,61
Pending Criminal Charges,Miami,GUATEMALA,2024,4,11,Aug 2024,72
Pending Criminal Charges,Miami,GUATEMALA,2024,4,12,Sep 2024,59
Pending Criminal Charges,Miami,HONDURAS,2021,1,3,Dec 2020,37
Pending Criminal Charges,Miami,HONDURAS,2021,1,2,Nov 2020,29
Pending Criminal Charges,Miami,HONDURAS,2021,1,1,Oct 2020,31
Pending Criminal Charges,Miami,HONDURAS,2021,2,4,Jan 2021,32
Pending Criminal Charges,Miami,HONDURAS,2021,4,11,Aug 2021,13
Pending Criminal Charges,Miami,HONDURAS,2021,4,12,Sep 2021,14
Pending Criminal Charges,Miami,HONDURAS,2022,1,3,Dec 2021,13
Pending Criminal Charges,Miami,HONDURAS,2022,1,2,Nov 2021,11
Pending Criminal Charges,Miami,HONDURAS,2022,2,5,Feb 2022,15
Pending Criminal Charges,Miami,HONDURAS,2022,2,6,Mar 2022,17
Pending Criminal Charges,Miami,HONDURAS,2022,3,7,Apr 2022,16
Pending Criminal Charges,Miami,HONDURAS,2022,3,9,Jun 2022,13
Pending Criminal Charges,Miami,HONDURAS,2022,4,10,Jul 2022,16
Pending Criminal Charges,Miami,HONDURAS,2022,4,11,Aug 2022,25
Pending Criminal Charges,Miami,HONDURAS,2022,4,12,Sep 2022,20
Pending Criminal Charges,Miami,HONDURAS,2023,1,3,Dec 2022,22
Pending Criminal Charges,Miami,HONDURAS,2023,1,2,Nov 2022,21
Pending Criminal Charges,Miami,HONDURAS,2023,1,1,Oct 2022,17
Pending Criminal Charges,Miami,HONDURAS,2023,2,5,Feb 2023,35
Pending Criminal Charges,Miami,HONDURAS,2023,2,6,Mar 2023,27
Pending Criminal Charges,Miami,HONDURAS,2023,2,4,Jan 2023,28
Pending Criminal Charges,Miami,HONDURAS,2023,3,7,Apr 2023,34
Pending Criminal Charges,Miami,HONDURAS,2023,3,8,May 2023,33
Pending Criminal Charges,Miami,HONDURAS,2023,3,9,Jun 2023,27
Pending Criminal Charges,Miami,HONDURAS,2023,4,10,Jul 2023,27
Pending Criminal Charges,Miami,HONDURAS,2023,4,11,Aug 2023,26
Pending Criminal Charges,Miami,HONDURAS,2023,4,12,Sep 2023,16
Pending Criminal Charges,Miami,HONDURAS,2024,1,3,Dec 2023,22
Pending Criminal Charges,Miami,HONDURAS,2024,1,2,Nov 2023,19
Pending Criminal Charges,Miami,HONDURAS,2024,1,1,Oct 2023,18
Pending Criminal Charges,Miami,HONDURAS,2024,2,5,Feb 2024,28
Pending Criminal Charges,Miami,HONDURAS,2024,2,6,Mar 2024,42
Pending Criminal Charges,Miami,HONDURAS,2024,2,4,Jan 2024,19
Pending Criminal Charges,Miami,HONDURAS,2024,3,7,Apr 2024,29
Pending Criminal Charges,Miami,HONDURAS,2024,3,8,May 2024,27
Pending Criminal Charges,Miami,HONDURAS,2024,3,9,Jun 2024,37
Pending Criminal Charges,Miami,HONDURAS,2024,4,10,Jul 2024,31
Pending Criminal Charges,Miami,HONDURAS,2024,4,11,Aug 2024,31
Pending Criminal Charges,Miami,HONDURAS,2024,4,12,Sep 2024,24
Pending Criminal Charges,Miami,MEXICO,2021,1,3,Dec 2020,69
Pending Criminal Charges,Miami,MEXICO,2021,1,2,Nov 2020,47
Pending Criminal Charges,Miami,MEXICO,2021,1,1,Oct 2020,48
Pending Criminal Charges,Miami,MEXICO,2021,2,5,Feb 2021,11
Pending Criminal Charges,Miami,MEXICO,2021,2,4,Jan 2021,59
Pending Criminal Charges,Miami,MEXICO,2021,3,7,Apr 2021,13
Pending Criminal Charges,Miami,MEXICO,2021,4,10,Jul 2021,13
